Year,Month,State,Age Group,Footnote,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
2021,10,Arizona,Under 1 year,,0,35,0,0,0,0
2021,10,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,10,4,0,0,4
2021,10,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,11,4,4,0,4
2021,10,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,99,4,4,0,4
2021,10,Arizona,25-34 years,,30,197,16,14,0,32
2021,10,Arizona,35-44 years,,67,284,55,46,0,76
2021,10,Arizona,45-54 years,,142,497,106,93,0,155
2021,10,Arizona,55-64 years,,234,943,195,156,0,273
2021,10,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,280,1421,252,176,4,357
2021,10,Arizona,75-84 years,,229,1718,242,146,0,325
2021,10,Arizona,85 years and over,,136,1672,144,72,0,208
2021,11,Arizona,All Ages,,1615,7428,1301,990,0,1926
2021,11,Arizona,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,38,4,0,0,4
2021,11,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,12,4,0,0,4
2021,11,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,12,4,4,0,4
2021,11,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,93,4,4,0,12
2021,11,Arizona,25-34 years,,36,170,23,19,0,40
2021,11,Arizona,35-44 years,,79,274,54,45,0,88
2021,11,Arizona,45-54 years,,167,503,126,102,0,191
2021,11,Arizona,55-64 years,,270,943,238,187,0,321
2021,11,Arizona,65-74 years,,432,1609,343,280,0,495
2021,11,Arizona,75-84 years,,381,1955,300,223,0,458
2021,11,Arizona,85 years and over,,240,1819,203,129,0,314
2021,12,Arizona,All Ages,,2171,8488,1675,1341,11,2514
2021,12,Arizona,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,42,4,4,0,4
2021,12,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2021,12,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,12,4,0,0,4
2021,12,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,96,4,4,0,10
2021,12,Arizona,25-34 years,,53,234,36,31,0,58
2021,12,Arizona,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,96,336,75,64,4,109
2021,12,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,206,584,159,129,4,236
2021,12,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,421,1190,311,264,4,469
2021,12,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,558,1742,413,356,4,617
2021,12,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,537,2208,428,337,4,629
2021,12,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,288,2038,240,152,4,379
2022,1,Arizona,All Ages,,2081,8546,1568,1199,15,2462
2022,1,Arizona,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,47,4,0,0,4
2022,1,Arizona,1-4 years,,0,12,0,0,0,0
2022,1,Arizona,5-14 years,,0,11,0,0,0,0
2022,1,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,85,4,4,0,12
2022,1,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,41,209,26,18,4,50
2022,1,Arizona,35-44 years,,71,287,43,37,0,77
2022,1,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,158,502,114,95,4,179
2022,1,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,319,1077,256,201,4,377
2022,1,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,535,1851,406,318,4,624
2022,1,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,579,2310,428,324,4,687
2022,1,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,365,2155,284,197,4,453
2022,2,Arizona,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,1350,6876,1035,750,4,1638
2022,2,Arizona,Under 1 year,,0,32,0,0,0,0
2022,2,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,2,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,11,0,0,0,4
2022,2,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,76,4,4,0,4
2022,2,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,165,4,4,0,16
2022,2,Arizona,35-44 years,,28,221,24,15,0,37
2022,2,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,71,370,47,37,4,82
2022,2,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,180,828,142,104,4,219
2022,2,Arizona,65-74 years,,352,1532,283,215,0,420
2022,2,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,418,1855,313,222,4,510
2022,2,Arizona,85 years and over,,284,1783,215,149,0,350
2022,3,Arizona,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,452,6331,515,231,4,741
2022,3,Arizona,Under 1 year,,0,38,0,0,0,0
2022,3,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,3,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,11,0,0,0,4
2022,3,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,90,4,0,0,4
2022,3,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,177,4,0,0,4
2022,3,Arizona,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,220,13,4,0,17
2022,3,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,14,334,17,4,4,27
2022,3,Arizona,55-64 years,,58,751,75,33,0,100
2022,3,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,116,1304,137,77,4,178
2022,3,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,146,1695,155,71,4,231
2022,3,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,99,1702,112,37,4,175
2022,4,Arizona,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,125,5659,317,59,4,390
2022,4,Arizona,Under 1 year,,0,35,0,0,0,0
2022,4,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,4,0,0,4,4
2022,4,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,10,4,0,0,4
2022,4,Arizona,15-24 years,,0,86,0,0,0,0
2022,4,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,179,4,4,0,4
2022,4,Arizona,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,220,4,4,0,4
2022,4,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,326,19,4,0,24
2022,4,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,10,652,27,4,4,36
2022,4,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,29,1143,90,14,4,106
2022,4,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,41,1484,85,18,4,110
2022,4,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,33,1516,84,19,4,99
2022,5,Arizona,All Ages,,128,5839,349,50,14,440
2022,5,Arizona,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,51,4,0,4,4
2022,5,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,4,0,0,4
2022,5,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,5,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,79,4,0,0,4
2022,5,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,146,4,4,0,4
2022,5,Arizona,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,259,15,4,4,17
2022,5,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,361,20,4,0,23
2022,5,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,16,715,55,4,4,66
2022,5,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,33,1159,68,11,4,91
2022,5,Arizona,75-84 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,30,1532,110,13,4,131
2022,5,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,38,1520,73,14,4,101
2022,6,Arizona,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,218,5630,356,95,4,483
2022,6,Arizona,Under 1 year,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,46,4,0,0,4
2022,6,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,12,0,0,4,4
2022,6,Arizona,5-14 years,,0,10,0,0,0,0
2022,6,Arizona,15-24 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,82,4,4,0,4
2022,6,Arizona,25-34 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,171,4,4,0,4
2022,6,Arizona,35-44 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,253,12,0,4,14
2022,6,Arizona,45-54 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,346,19,4,0,24
2022,6,Arizona,55-64 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,12,690,46,4,0,52
2022,6,Arizona,65-74 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,40,1085,77,20,4,98
2022,6,Arizona,75-84 years,,57,1450,97,20,0,134
2022,6,Arizona,85 years and over,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,93,1485,99,40,4,153
2022,7,Arizona,All Ages,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,268,6131,315,106,4,479
2022,7,Arizona,Under 1 year,,0,29,0,0,0,0
2022,7,Arizona,1-4 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0,4,0,0,0,0
2022,7,Arizona,5-14 years,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,4,12,0,0,0,4
